The nearest neighbor of (0.500000, 0.500000) is (0.498659, 0.500257).

There are 3338 points in the rectangle (0.300000, 0.300000), (0.300000, 0.410000), (0.600000, 0.300000), (0.600000, 0.410000): 
(0.310661, 0.396052)
(0.310637, 0.384789)
(0.310612, 0.357485)
(0.310595, 0.460829)
(0.310649, 0.313793)
(0.310656, 0.537087)
(0.310737, 0.431231)
(0.310712, 0.522977)
(0.310806, 0.554176)
(0.310756, 0.581331)
(0.310881, 0.552702)
(0.310956, 0.350158)
(0.310934, 0.369003)
(0.310934, 0.463248)
(0.311035, 0.431605)
(0.311001, 0.404273)
(0.310991, 0.592890)
(0.311080, 0.495194)
(0.311053, 0.535381)
(0.311437, 0.356138)
(0.311261, 0.435287)
(0.311185, 0.415395)
(0.311154, 0.569896)
(0.311205, 0.561877)
(0.311298, 0.346124)
(0.311294, 0.436240)
(0.311303, 0.515074)
(0.311349, 0.571867)
(0.311746, 0.366021)
(0.311646, 0.362845)
(0.311556, 0.447310)
(0.311692, 0.438675)
(0.311716, 0.564705)
(0.311849, 0.367941)
(0.311786, 0.525891)
(0.311773, 0.454108)
(0.311815, 0.314843)
(0.311861, 0.375993)
(0.313548, 0.305522)
(0.312478, 0.306682)
(0.312327, 0.375248)
(0.312131, 0.391180)
(0.312042, 0.310941)
(0.311928, 0.538256)
(0.312075, 0.532285)
(0.312089, 0.582723)
(0.312249, 0.372141)
(0.312229, 0.453625)
(0.312201, 0.477497)
(0.312275, 0.409482)
(0.312253, 0.485784)
(0.312398, 0.403022)
(0.312391, 0.468200)
(0.312388, 0.476473)
(0.312447, 0.475595)
(0.313151, 0.311388)
(0.313030, 0.519219)
(0.312894, 0.385653)
(0.312687, 0.385209)
(0.312655, 0.452517)
(0.312482, 0.521672)
(0.312874, 0.434762)
(0.312687, 0.590373)
(0.312937, 0.520654)
(0.312927, 0.479889)
(0.313001, 0.573745)
(0.312975, 0.586408)
(0.313029, 0.536676)
(0.313073, 0.414400)
(0.313053, 0.434558)
(0.313116, 0.465597)
(0.313114, 0.433560)
(0.313083, 0.583420)
(0.313146, 0.573564)
(0.313378, 0.432473)
(0.313335, 0.532835)
(0.313215, 0.588721)
(0.313166, 0.574624)
(0.313267, 0.387150)
(0.313344, 0.459356)
(0.313356, 0.545640)
(0.313411, 0.343351)
(0.313385, 0.461368)
(0.313407, 0.464057)
(0.313477, 0.563813)
(0.313419, 0.448258)
(0.313513, 0.567376)
(0.315307, 0.304996)
(0.314486, 0.339820)
(0.314067, 0.316919)
(0.313763, 0.500485)
(0.313672, 0.365619)
(0.313564, 0.566146)
(0.313556, 0.589898)
(0.313656, 0.407809)
(0.313763, 0.484451)
(0.313733, 0.599484)
(0.313826, 0.366846)
(0.313811, 0.590097)
(0.313900, 0.322031)
(0.314012, 0.590605)
(0.314254, 0.336503)
(0.314219, 0.454125)
(0.314078, 0.388374)
(0.314177, 0.598166)
(0.314252, 0.485411)
(0.314277, 0.441633)
(0.314276, 0.499162)
(0.314432, 0.563341)
(0.314318, 0.565323)
(0.314465, 0.590526)
(0.314918, 0.313536)
(0.314734, 0.522607)
(0.314614, 0.344344)
(0.314601, 0.542536)
(0.314563, 0.586002)
(0.314541, 0.561223)
(0.314579, 0.462383)
(0.314606, 0.423326)
(0.314682, 0.453579)
(0.314618, 0.554053)
(0.314715, 0.589536)
(0.314748, 0.380590)
(0.314741, 0.514282)
(0.314779, 0.361910)
(0.314763, 0.511308)
(0.314836, 0.552266)
(0.315047, 0.413459)
(0.315012, 0.396171)
(0.314972, 0.568297)
(0.314931, 0.331858)
(0.315011, 0.500317)
(0.315018, 0.352899)
(0.315023, 0.511549)
(0.315101, 0.527220)
(0.315065, 0.517527)
(0.315050, 0.549077)
(0.315204, 0.494913)
(0.315143, 0.538122)
(0.315979, 0.323010)
(0.315651, 0.338379)
(0.315483, 0.317620)
(0.315382, 0.360653)
(0.315341, 0.313889)
(0.315355, 0.531563)
(0.315446, 0.441709)
(0.315410, 0.591188)
(0.315548, 0.432881)
(0.315508, 0.553466)
(0.315502, 0.498900)
(0.315529, 0.585240)
(0.315523, 0.571404)
(0.315536, 0.538312)
(0.315597, 0.332181)
(0.315558, 0.593099)
(0.315867, 0.334909)
(0.315767, 0.493765)
(0.315707, 0.384716)
(0.315719, 0.553180)
(0.315834, 0.406271)
(0.315907, 0.390777)
(0.315902, 0.455956)
(0.315933, 0.507401)
(0.316109, 0.399743)
(0.316017, 0.314398)
(0.315997, 0.341087)
(0.316020, 0.360906)
(0.316055, 0.532621)
(0.316257, 0.371910)
(0.316234, 0.483300)
(0.316180, 0.436633)
(0.316191, 0.533475)
(0.316242, 0.409891)
(0.316386, 0.373746)
(0.316384, 0.482478)
(0.316354, 0.533393)
(0.316404, 0.524254)
(0.340505, 0.300998)
(0.327688, 0.304123)
(0.323761, 0.301938)
(0.319911, 0.311550)
(0.318447, 0.309069)
(0.317415, 0.323135)
(0.316976, 0.304282)
(0.316777, 0.404632)
(0.316704, 0.392190)
(0.316646, 0.551682)
(0.316675, 0.567219)
(0.316764, 0.450745)
(0.316820, 0.346239)
(0.316783, 0.404726)
(0.316822, 0.311829)
(0.316830, 0.449130)
(0.317131, 0.386815)
(0.317085, 0.456004)
(0.317028, 0.343911)
(0.317002, 0.484735)
(0.317049, 0.456990)
(0.317098, 0.586352)
(0.317087, 0.474848)
(0.317126, 0.545915)
(0.317280, 0.346834)
(0.317185, 0.458180)
(0.317335, 0.422420)
(0.317293, 0.589716)
(0.317336, 0.380423)
(0.317771, 0.301702)
(0.317638, 0.422372)
(0.317519, 0.422161)
(0.317424, 0.551933)
(0.317564, 0.473143)
(0.317562, 0.589229)
(0.317729, 0.346529)
(0.317721, 0.506341)
(0.317751, 0.450579)
(0.317744, 0.598228)
(0.318239, 0.309030)
(0.317920, 0.545998)
(0.317817, 0.528560)
(0.317787, 0.508386)
(0.317823, 0.561974)
(0.318008, 0.426809)
(0.317964, 0.535249)
(0.317992, 0.570039)
(0.318092, 0.332172)
(0.318057, 0.567356)
(0.318114, 0.587627)
(0.318325, 0.312545)
(0.318249, 0.513614)
(0.318249, 0.423164)
(0.318297, 0.507246)
(0.318309, 0.587128)
(0.318416, 0.414825)
(0.318415, 0.457540)
(0.318841, 0.319321)
(0.318666, 0.355115)
(0.318454, 0.405118)
(0.318449, 0.394282)
(0.318448, 0.585000)
(0.318533, 0.456778)
(0.318527, 0.428862)
(0.318490, 0.525392)
(0.318585, 0.522024)
(0.318652, 0.537921)
(0.318765, 0.318062)
(0.318735, 0.492437)
(0.318692, 0.594126)
(0.318683, 0.510349)
(0.318723, 0.553124)
(0.318759, 0.311215)
(0.318814, 0.571920)
(0.318767, 0.320742)
(0.318824, 0.492813)
(0.319443, 0.368406)
(0.319123, 0.366526)
(0.318982, 0.386676)
(0.318956, 0.326427)
(0.318932, 0.422627)
(0.319022, 0.419185)
(0.319009, 0.440620)
(0.319089, 0.536554)
(0.319048, 0.481481)
(0.319118, 0.494275)
(0.319356, 0.376253)
(0.319201, 0.364135)
(0.319134, 0.576415)
(0.319131, 0.493714)
(0.319144, 0.372940)
(0.319334, 0.432955)
(0.319275, 0.598648)
(0.319420, 0.498438)
(0.319397, 0.381815)
(0.319358, 0.517209)
(0.319423, 0.453180)
(0.319744, 0.444554)
(0.319594, 0.525750)
(0.319537, 0.368115)
(0.319457, 0.504475)
(0.319573, 0.540237)
(0.319670, 0.416838)
(0.319645, 0.498524)
(0.319632, 0.571975)
(0.319713, 0.416180)
(0.319899, 0.342634)
(0.319767, 0.477054)
(0.319762, 0.488792)
(0.319846, 0.508295)
(0.319820, 0.497244)
(0.319852, 0.571780)
(0.319906, 0.365239)
(0.321698, 0.305505)
(0.320796, 0.302353)
(0.320085, 0.366380)
(0.319953, 0.336504)
(0.319944, 0.348538)
(0.320064, 0.558379)
(0.319978, 0.365585)
(0.320080, 0.479393)
(0.320076, 0.558737)
(0.320358, 0.316385)
(0.320171, 0.505400)
(0.320126, 0.576035)
(0.320088, 0.529562)
(0.320120, 0.581395)
(0.320147, 0.547295)
(0.320338, 0.476871)
(0.320208, 0.466964)
(0.320235, 0.599696)
(0.320344, 0.336415)
(0.320599, 0.492865)
(0.320438, 0.319434)
(0.320396, 0.554013)
(0.320558, 0.508237)
(0.320643, 0.538625)
(0.320622, 0.494244)
(0.320739, 0.376658)
(0.321305, 0.389556)
(0.321151, 0.355194)
(0.320835, 0.470496)
(0.320812, 0.463943)
(0.320973, 0.502886)
(0.320932, 0.513201)
(0.320899, 0.574049)
(0.320951, 0.471308)
(0.321071, 0.422527)
(0.321065, 0.527529)
(0.321270, 0.313389)
(0.321202, 0.419737)
(0.321197, 0.515740)
(0.321196, 0.523733)
(0.321228, 0.492882)
(0.321272, 0.382753)
(0.321300, 0.594326)
(0.321548, 0.447156)
(0.321470, 0.447354)
(0.321374, 0.570997)
(0.321369, 0.590138)
(0.321394, 0.396759)
(0.321528, 0.481877)
(0.321509, 0.581502)
(0.321541, 0.591307)
(0.321629, 0.303670)
(0.321564, 0.567055)
(0.321635, 0.345538)
(0.321692, 0.416680)
(0.322324, 0.314046)
(0.322026, 0.330509)
(0.321950, 0.365906)
(0.321761, 0.538012)
(0.321752, 0.411266)
(0.321856, 0.338758)
(0.321794, 0.592172)
(0.321892, 0.589610)
(0.321985, 0.354752)
(0.321958, 0.524874)
(0.321999, 0.388278)
(0.321994, 0.584759)
(0.322252, 0.343834)
(0.322214, 0.414584)
(0.322115, 0.571853)
(0.322269, 0.421993)
(0.323259, 0.329980)
(0.323014, 0.423168)
(0.322796, 0.534838)
(0.322536, 0.501581)
(0.322477, 0.428412)
(0.322660, 0.576290)
(0.322569, 0.574688)
(0.322649, 0.584546)
(0.322697, 0.548169)
(0.322930, 0.324873)
(0.322898, 0.578635)
(0.322838, 0.578341)
(0.322900, 0.420844)
(0.322982, 0.582599)
(0.322960, 0.349181)
(0.323011, 0.514163)
(0.323182, 0.462186)
(0.323093, 0.574644)
(0.323033, 0.479374)
(0.323153, 0.438548)
(0.323195, 0.315936)
(0.323460, 0.378333)
(0.323405, 0.334203)
(0.323278, 0.354944)
(0.323270, 0.348260)
(0.323294, 0.553527)
(0.323286, 0.562625)
(0.323393, 0.442342)
(0.323437, 0.329321)
(0.323518, 0.311980)
(0.323499, 0.498681)
(0.323470, 0.400605)
(0.323501, 0.349207)
(0.323559, 0.310964)
(0.323520, 0.413108)
(0.323587, 0.475988)
(0.323678, 0.578218)
(0.325725, 0.332292)
(0.324503, 0.326228)
(0.324094, 0.311819)
(0.323861, 0.343400)
(0.323808, 0.332250)
(0.323764, 0.313635)
(0.323835, 0.364923)
(0.323951, 0.428202)
(0.323882, 0.388137)
(0.323872, 0.451068)
(0.323874, 0.577690)
(0.323902, 0.548191)
(0.324006, 0.432707)
(0.324275, 0.533677)
(0.324205, 0.330340)
(0.324149, 0.319987)
(0.324140, 0.517963)
(0.324168, 0.484277)
(0.324253, 0.559938)
(0.324222, 0.551227)
(0.324242, 0.569127)
(0.324259, 0.418603)
(0.324288, 0.469902)
(0.324284, 0.495258)
(0.324401, 0.488801)
(0.324855, 0.366892)
(0.324638, 0.402553)
(0.324546, 0.362520)
(0.324522, 0.389657)
(0.324507, 0.395950)
(0.324600, 0.497955)
(0.324593, 0.551568)
(0.324598, 0.593869)
(0.324624, 0.461163)
(0.324661, 0.328320)
(0.324644, 0.368355)
(0.324696, 0.362974)
(0.324742, 0.388750)
(0.325127, 0.324403)
(0.324972, 0.321517)
(0.324876, 0.359631)
(0.324874, 0.536265)
(0.325059, 0.445138)
(0.324982, 0.396850)
(0.325019, 0.499441)
(0.325069, 0.350034)
(0.325103, 0.596610)
(0.325337, 0.429292)
(0.325220, 0.362164)
(0.325289, 0.547391)
(0.325464, 0.542255)
(0.325407, 0.402792)
(0.325631, 0.457537)
(0.325702, 0.544938)
(0.327012, 0.302925)
(0.326169, 0.336468)
(0.326008, 0.452411)
(0.325868, 0.338725)
(0.325818, 0.369281)
(0.325781, 0.593539)
(0.325950, 0.485102)
(0.325886, 0.556753)
(0.325975, 0.497651)
(0.325972, 0.589721)
(0.325983, 0.559443)
(0.326056, 0.347327)
(0.326027, 0.418407)
(0.326140, 0.413115)
(0.326850, 0.339411)
(0.326661, 0.330262)
(0.326472, 0.428683)
(0.326372, 0.565827)
(0.326248, 0.503210)
(0.326345, 0.572721)
(0.326460, 0.568255)
(0.326563, 0.532540)
(0.326487, 0.599196)
(0.326773, 0.390675)
(0.326736, 0.432522)
(0.326761, 0.533116)
(0.326822, 0.449542)
(0.326954, 0.339866)
(0.326917, 0.382649)
(0.326985, 0.361737)
(0.326987, 0.496960)
(0.327552, 0.309198)
(0.327162, 0.317800)
(0.327140, 0.481598)
(0.327107, 0.487051)
(0.327119, 0.528211)
(0.327146, 0.499150)
(0.327435, 0.460526)
(0.327289, 0.496489)
(0.327219, 0.556543)
(0.327403, 0.574711)
(0.327484, 0.462052)
(0.327451, 0.464910)
(0.327516, 0.448379)
(0.327521, 0.556999)
(0.327683, 0.308279)
(0.327633, 0.546464)
(0.327580, 0.353896)
(0.327638, 0.492335)
(0.327687, 0.328497)
(0.332853, 0.304258)
(0.329576, 0.311907)
(0.328999, 0.301985)
(0.328422, 0.375168)
(0.327941, 0.324057)
(0.327889, 0.462795)
(0.327803, 0.306361)
(0.327762, 0.504631)
(0.327749, 0.554496)
(0.327762, 0.569641)
(0.327822, 0.541916)
(0.327894, 0.367167)
(0.327921, 0.480544)
(0.328158, 0.351507)
(0.328053, 0.475543)
(0.328028, 0.465411)
(0.328077, 0.515551)
(0.328098, 0.578308)
(0.328306, 0.457508)
(0.328312, 0.582103)
(0.328816, 0.340763)
(0.328549, 0.434363)
(0.328476, 0.459581)
(0.328452, 0.512232)
(0.328687, 0.479738)
(0.328666, 0.515724)
(0.328651, 0.570099)
(0.328705, 0.425939)
(0.328757, 0.548183)
(0.328878, 0.313415)
(0.328854, 0.416423)
(0.328987, 0.505035)
(0.328914, 0.563644)
(0.328904, 0.309851)
(0.328941, 0.516244)
(0.328992, 0.387456)
(0.329347, 0.312995)
(0.329164, 0.462180)
(0.329080, 0.409096)
(0.329048, 0.316202)
(0.329009, 0.476575)
(0.329107, 0.483141)
(0.329096, 0.522861)
(0.329227, 0.336339)
(0.329214, 0.338620)
(0.329188, 0.502013)
(0.329334, 0.364562)
(0.329238, 0.512091)
(0.329344, 0.459637)
(0.329483, 0.381325)
(0.329416, 0.363571)
(0.329387, 0.438272)
(0.329445, 0.534725)
(0.329545, 0.340238)
(0.331682, 0.324168)
(0.330547, 0.303529)
(0.330072, 0.327165)
(0.329761, 0.360879)
(0.329685, 0.361264)
(0.329577, 0.422941)
(0.329602, 0.502707)
(0.329692, 0.522686)
(0.329686, 0.431013)
(0.329758, 0.458471)
(0.329889, 0.490478)
(0.329778, 0.503169)
(0.329763, 0.588680)
(0.329782, 0.510781)
(0.330058, 0.312557)
(0.330032, 0.534507)
(0.329945, 0.538974)
(0.330066, 0.522141)
(0.330162, 0.503149)
(0.330097, 0.427541)
(0.330093, 0.426744)
(0.330105, 0.419066)
(0.330455, 0.327204)
(0.330280, 0.508825)
(0.330244, 0.505544)
(0.330411, 0.520572)
(0.330433, 0.540281)
(0.330460, 0.316016)
(0.331038, 0.325765)
(0.330734, 0.577780)
(0.330625, 0.346116)
(0.330584, 0.379281)
(0.330658, 0.528869)
(0.330812, 0.308512)
(0.330807, 0.435417)
(0.330763, 0.579542)
(0.331010, 0.528304)
(0.330890, 0.533085)
(0.331161, 0.377720)
(0.331050, 0.460518)
(0.331044, 0.441927)
(0.331129, 0.410855)
(0.331404, 0.433914)
(0.331243, 0.526235)
(0.331172, 0.338759)
(0.331283, 0.477391)
(0.331515, 0.529164)
(0.331472, 0.489699)
(0.331516, 0.413625)
(0.332374, 0.388260)
(0.331938, 0.434784)
(0.331870, 0.402129)
(0.331690, 0.343502)
(0.331863, 0.474561)
(0.331880, 0.452610)
(0.331878, 0.531738)
(0.331931, 0.410348)
(0.331907, 0.560222)
(0.332131, 0.334774)
(0.332070, 0.456141)
(0.332021, 0.462565)
(0.331956, 0.476936)
(0.332104, 0.412150)
(0.332195, 0.338596)
(0.332191, 0.390985)
(0.332142, 0.562178)
(0.332336, 0.475032)
(0.332260, 0.497549)
(0.332238, 0.539173)
(0.332361, 0.470872)
(0.332564, 0.314044)
(0.332386, 0.382659)
(0.332384, 0.413016)
(0.332495, 0.465396)
(0.332395, 0.466198)
(0.332538, 0.579827)
(0.332531, 0.583172)
(0.332767, 0.351435)
(0.332650, 0.391402)
(0.332601, 0.561646)
(0.332579, 0.461676)
(0.332604, 0.579354)
(0.332718, 0.487469)
(0.332743, 0.506158)
(0.332830, 0.537611)
(0.332776, 0.453017)
(0.332843, 0.332041)
(0.336830, 0.309839)
(0.334872, 0.302398)
(0.333861, 0.308615)
(0.333319, 0.353889)
(0.333040, 0.353204)
(0.332933, 0.409474)
(0.332895, 0.349013)
(0.332896, 0.411840)
(0.332966, 0.394945)
(0.333010, 0.483980)
(0.333207, 0.450590)
(0.333072, 0.543878)
(0.333072, 0.375653)
(0.333109, 0.528157)
(0.333239, 0.469151)
(0.333231, 0.421428)
(0.333285, 0.483149)
(0.333572, 0.343926)
(0.333436, 0.432375)
(0.333349, 0.411958)
(0.333554, 0.469891)
(0.333487, 0.506131)
(0.333537, 0.560386)
(0.333565, 0.438127)
(0.333747, 0.310346)
(0.333688, 0.427254)
(0.333592, 0.594035)
(0.333713, 0.487854)
(0.333818, 0.578342)
(0.333816, 0.491017)
(0.333845, 0.393326)
(0.334451, 0.385325)
(0.334150, 0.410938)
(0.334084, 0.354621)
(0.334066, 0.388006)
(0.333875, 0.566225)
(0.333861, 0.343979)
(0.334029, 0.592109)
(0.334076, 0.478141)
(0.334139, 0.416573)
(0.334111, 0.556938)
(0.334186, 0.392138)
(0.334157, 0.387986)
(0.334273, 0.417145)
(0.334234, 0.378110)
(0.334239, 0.598538)
(0.334435, 0.557318)
(0.334414, 0.413284)
(0.334435, 0.589888)
(0.334628, 0.342614)
(0.334522, 0.412536)
(0.334494, 0.404246)
(0.334490, 0.445719)
(0.334621, 0.341734)
(0.334541, 0.563467)
(0.334535, 0.449918)
(0.334595, 0.572168)
(0.334626, 0.551877)
(0.334807, 0.443006)
(0.334690, 0.412338)
(0.334684, 0.324080)
(0.334684, 0.510412)
(0.334771, 0.453587)
(0.334762, 0.451439)
(0.334763, 0.594742)
(0.334787, 0.512080)
(0.334842, 0.482143)
(0.334818, 0.569285)
(0.334863, 0.405576)
(0.334864, 0.589505)
(0.335806, 0.304411)
(0.335373, 0.315855)
(0.335001, 0.325587)
(0.334906, 0.463939)
(0.334905, 0.364673)
